Objekt,Yolo Label,confidence_YOLO,confidence,xSize [cm],ySize [cm],ElapsedTime [s]
Metallplatte,remote,0.25,0.30806785821914673,19.631819985806942,14.143991532425085,3.9825305938720703
Metallplatte,remote,0.25,0.5050181150436401,19.80631931995352,12.77306399618586,5.018707036972046
Metallplatte,cell phone,0.25,0.2564506530761719,19.552122879152495,13.07651282598575,3.0596914291381836
Metallplatte,laptop,0.25,0.31598803400993347,19.738760963082314,12.710793347408375,6.255082845687866
Metallplatte,remote,0.25,0.29361727833747864,20.00064750512441,13.513893882433573,5.852099180221558
Metallplatte,remote,0.25,0.3964281976222992,20.251108954350155,13.857263916482529,3.4060897827148438
Metallplatte,remote,0.25,0.2775005102157593,19.68196767071883,12.65033419864873,6.057878017425537
Metallplatte,cell phone,0.25,0.2968124747276306,19.84916174163421,12.671585194766521,7.261001348495483
Metallplatte,laptop,0.25,0.41182518005371094,20.017674006521702,13.186338109274706,12.011033296585083
Metallplatte,cell phone,0.25,0.3694017231464386,19.575082091614604,12.806561154623827,7.81352972984314
Metallplatte,remote,0.30000000000000004,0.4149479269981384,20.409515375892322,13.62580619752407,5.82678484916687
Metallplatte,remote,0.30000000000000004,0.6540569067001343,20.32759264111519,13.533237328131994,14.067140817642212
Metallplatte,remote,0.30000000000000004,0.48322543501853943,20.403537899255753,12.569288040200869,7.83765435218811
Metallplatte,remote,0.30000000000000004,0.4407811760902405,18.469176813960075,13.277612502376238,4.083983898162842
Metallplatte,remote,0.30000000000000004,0.8152058124542236,18.85109543800354,12.870721332728863,3.2955880165100098
Metallplatte,remote,0.30000000000000004,0.7608820199966431,19.47869509458542,13.239933488269648,6.198262691497803
Metallplatte,remote,0.30000000000000004,0.7557916045188904,19.476607938607533,11.95527222007513,3.8833162784576416
Metallplatte,remote,0.30000000000000004,0.608801007270813,18.726388613382976,13.057909098764261,2.736849308013916
Metallplatte,remote,0.30000000000000004,0.8467766642570496,19.67489855984847,12.738460271308819,3.929434061050415
Metallplatte,remote,0.30000000000000004,0.6814565062522888,19.783900305628777,13.215270840252439,3.0654263496398926
Metallplatte,remote,0.35,0.6078948378562927,19.21055552860101,12.726211951424679,3.4391744136810303
Metallplatte,remote,0.35,0.5073933005332947,18.53051433960597,14.807379804551601,4.440333604812622
Metallplatte,remote,0.35,0.45118385553359985,19.7712159405152,13.046264462172985,4.91536283493042
Metallplatte,remote,0.35,0.6840484738349915,19.338667889436085,11.799722630530596,4.033575773239136
Metallplatte,remote,0.35,0.583745002746582,19.91069441040357,12.508760361621777,3.227494955062866
Metallplatte,remote,0.35,0.8141041994094849,19.408515964945156,12.07737266086042,3.401366949081421
Metallplatte,remote,0.35,0.8606454730033875,19.087934866547585,12.89263709137837,6.352299451828003
Metallplatte,remote,0.35,0.7414170503616333,19.292759522795677,12.298943160567433,4.138173341751099
Metallplatte,remote,0.35,0.5827329158782959,18.833138669530552,12.643987483655414,5.705203533172607
Metallplatte,remote,0.35,0.5465173721313477,19.138674065470695,12.994579505175352,4.764660596847534
Metallplatte,remote,0.4,0.41464465856552124,19.2034716407458,12.324593650798002,4.766020774841309
Metallplatte,remote,0.4,0.5303980112075806,19.62108438213666,12.044691915313402,3.5176961421966553
Metallplatte,remote,0.4,0.7261287569999695,18.55429174999396,12.450923336048922,3.341097116470337
Metallplatte,remote,0.4,0.8098809719085693,19.107812891403835,12.546850989262262,2.3926239013671875
Metallplatte,remote,0.4,0.658544659614563,19.841449086864788,11.478351056575775,5.020353555679321
Metallplatte,remote,0.4,0.7818357944488525,19.800869127114613,12.050239431361357,3.3582723140716553
Metallplatte,remote,0.4,0.6266792416572571,19.051143775383633,12.45273593813181,3.400089740753174
Metallplatte,laptop,0.4,0.4562550187110901,19.638191039363544,11.916313196221987,15.727988481521606
Metallplatte,remote,0.4,0.7229413390159607,19.419059654076893,12.601420531670252,5.469660758972168
Metallplatte,remote,0.4,0.6339983940124512,19.280953084429104,12.655136982599894,3.6019070148468018
Metallplatte,remote,0.45000000000000007,0.6405903697013855,19.526744385560352,13.46419578573356,4.256268501281738
Metallplatte,remote,0.45000000000000007,0.5903398990631104,19.386111572384834,13.471060805022717,5.367706775665283
Metallplatte,remote,0.45000000000000007,0.5352044701576233,19.553102056185406,13.39053992802898,3.619722604751587
Metallplatte,remote,0.45000000000000007,0.662161648273468,19.489017874002457,13.317598278323809,3.2510058879852295
Metallplatte,remote,0.45000000000000007,0.6574299931526184,19.757377728819847,13.297165868182978,2.5169458389282227
Metallplatte,remote,0.45000000000000007,0.5780699849128723,19.487810259064037,13.458538024375835,3.1069302558898926
Metallplatte,remote,0.45000000000000007,0.6457864046096802,19.595000396172207,12.939104243802527,3.8436222076416016
Metallplatte,remote,0.45000000000000007,0.8166138529777527,19.767096887032192,12.731209754322967,3.481844425201416
Metallplatte,remote,0.45000000000000007,0.8292286396026611,20.09267533818881,14.453794372578463,3.1091251373291016
Metallplatte,remote,0.45000000000000007,0.7641298174858093,20.130757614970207,12.482862609128157,4.385116338729858
Metallplatte,remote,0.5,0.8611509799957275,19.91003528237343,12.907412046721825,3.872507095336914
Metallplatte,remote,0.5,0.8175247311592102,19.605872904260952,12.325032823719084,2.525094747543335
Metallplatte,remote,0.5,0.812291145324707,19.67846763630708,12.143063715969523,3.456124782562256
Metallplatte,remote,0.5,0.6967052817344666,20.083148529132206,11.414005265881618,3.3490257263183594
Metallplatte,remote,0.5,0.5822709202766418,20.021728426218033,12.008275960882505,4.846880912780762
Metallplatte,remote,0.5,0.6249768733978271,18.525654822587967,12.910845254858335,6.250185966491699
Metallplatte,remote,0.5,0.5803515911102295,19.44184899330139,12.886979927619299,11.409011602401733
Metallplatte,cell phone,0.5,0.593364953994751,19.1011693328619,12.536992287884155,4.401940584182739
Metallplatte,remote,0.5,0.7188423275947571,19.039831434686977,12.207436840981245,3.601572036743164
Metallplatte,remote,0.5,0.8421697020530701,20.30057559410731,11.96675143049409,3.6885619163513184
Metallplatte,remote,0.55,0.8128198385238647,19.676270832618076,12.650084309279919,3.9062037467956543
Metallplatte,remote,0.55,0.7902629375457764,19.482593859235447,12.326461231956879,2.6878185272216797
Metallplatte,remote,0.55,0.9057621359825134,19.344982256491978,12.744336967201283,3.561629056930542
Metallplatte,remote,0.55,0.8906214237213135,20.24187371134758,13.663850775143752,2.6617748737335205
Metallplatte,remote,0.55,0.7490942478179932,20.332041134436924,13.469907641410828,5.940566778182983
Metallplatte,remote,0.55,0.9154887795448303,19.3487711250782,12.035409190381566,4.548238754272461
Metallplatte,remote,0.55,0.9156248569488525,19.378972922762234,12.915651026802758,3.8018505573272705
Metallplatte,remote,0.55,0.6901484727859497,20.268122541407745,13.715371132517854,3.19827938079834
